critic,fresh,imdb,publication,quote,review_date,rtid,title
Mick LaSalle,rotten,0120728,San Francisco Chronicle,"In its last hour, the picture becomes more clumsy and tiresome, but the stray laugh and the disco sound keep it pulsing.",2000-01-01,14733,The Last Days of Disco
James Berardinelli,fresh,0120728,ReelViews,The combination of sharply-realized dialogue and infectiously energetic dance sequences keeps The Last Days of Disco from losing steam.,2000-01-01,14733,The Last Days of Disco
Janet Maslin,fresh,0120728,New York Times,"If this film ... doesn't fully rise to the lovely vibrancy of Barcelona, it still extends the witty, quizzical style of Stillman's social comedies onto inviting new terrain.",2000-01-01,14733,The Last Days of Disco
,rotten,0120728,USA Today,,2000-01-01,14733,The Last Days of Disco
Susan Stark,fresh,0120728,Detroit News,,2000-01-01,14733,The Last Days of Disco
,fresh,0120728,Entertainment Weekly,,1998-05-29,14733,The Last Days of Disco
Lisa Schwarzbaum,rotten,0120906,Entertainment Weekly,,2011-09-07,14635,Zero Effect
Leonard Klady,fresh,0120906,Variety,"There's an idiosyncratic talent at work here with the potential to blossom into bigger, better and more accomplished films.",2009-03-26,14635,Zero Effect
Geoff Andrew,fresh,0120906,Time Out,"Kasdan's is a very promising debut, its own dearth of feeling offset by able writing, engaging playing and a sure sense of pace.",2006-06-24,14635,Zero Effect
,rotten,0120906,Globe and Mail,,2003-04-25,14635,Zero Effect
Jeff Strickler,none,0120906,Minneapolis Star Tribune,,2002-11-06,14635,Zero Effect
Jack Mathews,none,0120906,Los Angeles Times,,2001-02-14,14635,Zero Effect
James Berardinelli,rotten,0120906,ReelViews,It turns out to be disappointingly ordinary.,2000-01-01,14635,Zero Effect
David Denby,none,0120906,New York Magazine,,2000-01-01,14635,Zero Effect
Elizabeth Williams,rotten,0120906,Salon.com,"Try as it might, \""Zero Effect\"" just doesn't amount to much.",2000-01-01,14635,Zero Effect
Joe Baltake,none,0120906,Sacramento Bee,,2000-01-01,14635,Zero Effect
Susan Stark,fresh,0120906,Detroit News,,2000-01-01,14635,Zero Effect
Roger Ebert,fresh,0120906,Chicago Sun-Times,"This is one of those movies that creeps up on you, insidiously gathering power. By the end, I was surprised how much I was involved.",2000-01-01,14635,Zero Effect
Janet Maslin,fresh,0120906,New York Times,Both Mr. Pullman and the slyly restrained Mr. Stiller keep their characters entertaining even when Mr. Kasdan's interest is elsewhere.,2000-01-01,14635,Zero Effect
Ruthe Stein,rotten,0120906,San Francisco Chronicle,"Kasdan is onto something, but he needs to develop it. If he tries to bring Daryl Zero back for a sequel, maybe he'll have a better idea of what to do with his eccentric private eye.",2000-01-01,14635,Zero Effect
,rotten,0120906,Entertainment Weekly,,1997-06-01,14635,Zero Effect
Lisa Schwarzbaum,fresh,0119792,Entertainment Weekly,,2011-09-07,15224,Nil by Mouth
Derek Elley,none,0119792,Variety,,2009-03-26,15224,Nil by Mouth
,none,0119792,Time Out,,2006-01-26,15224,Nil by Mouth
,rotten,0119792,Globe and Mail,,2002-04-12,15224,Nil by Mouth
Kevin Thomas,none,0119792,Los Angeles Times,,2001-02-14,15224,Nil by Mouth
Stanley Kauffmann,none,0119792,The New Republic,,2000-01-01,15224,Nil by Mouth
Joe Baltake,none,0119792,Sacramento Bee,,2000-01-01,15224,Nil by Mouth
James Berardinelli,fresh,0119792,ReelViews,,2000-01-01,15224,Nil by Mouth
Edward Guthmann,none,0119792,San Francisco Chronicle,,2000-01-01,15224,Nil by Mouth
Janet Maslin,none,0119792,New York Times,,2000-01-01,15224,Nil by Mouth
Andrew O'Hehir,none,0119792,Salon.com,,2000-01-01,15224,Nil by Mouth
,none,0119792,Houston Chronicle,,2000-01-01,15224,Nil by Mouth
,fresh,0119792,USA Today,,2000-01-01,15224,Nil by Mouth
Roger Ebert,fresh,0119792,Chicago Sun-Times,,2000-01-01,15224,Nil by Mouth
,fresh,0119792,Entertainment Weekly,,1998-02-06,15224,Nil by Mouth
Lisa Alspector,fresh,0138563,Chicago Reader,"This patchwork portrait is hard to look away from, partly because it exposes how one man rationalizes the dirty job of being a documentary filmmaker.",2013-01-14,13804,Kurt & Courtney
Dennis Harvey,rotten,0138563,Variety,"In the end, too, we've learned very little about Cobain's demons --- his alleged chronic stomach pains from stress, etc. --- or why he, and Nirvana, became so important to so many people",2009-03-26,13804,Kurt & Courtney
,fresh,0138563,Time Out,"[A] funny, angry, provocative film.",2006-02-09,13804,Kurt & Courtney
Kenneth Turan,fresh,0138563,Los Angeles Times,"Unreliable and categorically unfriendly to Love though it is, Kurt & Courtney is thoroughly watchable in a bad car accident, trash TV kind of way.",2001-02-21,13804,Kurt & Courtney
Edward Guthmann,rotten,0138563,San Francisco Chronicle,"When Kurt and Courtney veers into speculation and gives voice to bizarre and unreliable witnesses, it reeks of tabloid excess.",2000-01-01,13804,Kurt & Courtney
Susan Stark,rotten,0138563,Detroit News,,2000-01-01,13804,Kurt & Courtney
Roger Ebert,fresh,0138563,Chicago Sun-Times,"In all of Broomfield's films, you meet people you can hardly believe exist.",2000-01-01,13804,Kurt & Courtney
Janet Maslin,fresh,0138563,New York Times,"Mr. Broomfield doesn't ultimately prove, or even believe, that Mr. Cobain died under incriminating circumstances. But he makes it wrenchingly clear why the world in which he lived had become impossible to bear.",2000-01-01,13804,Kurt & Courtney
Owen Gleiberman,fresh,0138563,Entertainment Weekly,Lurid and freakishly arresting.,1998-02-27,13804,Kurt & Courtney
Owen Gleiberman,rotten,0119987,Entertainment Weekly,,2011-09-07,15367,The Real Blonde
Lisa Nesselson,none,0119987,Variety,,2008-12-01,15367,The Real Blonde
Geoff Andrew,none,0119987,Time Out,,2006-06-24,15367,The Real Blonde
,rotten,0119987,Globe and Mail,,2003-04-25,15367,The Real Blonde
Jeff Strickler,none,0119987,Minneapolis Star Tribune,,2002-11-06,15367,The Real Blonde
Jack Mathews,none,0119987,Los Angeles Times,,2001-02-14,15367,The Real Blonde
Mick LaSalle,fresh,0119987,San Francisco Chronicle,,2000-01-01,15367,The Real Blonde
Joe Baltake,none,0119987,Sacramento Bee,,2000-01-01,15367,The Real Blonde
Susan Stark,rotten,0119987,Detroit News,,2000-01-01,15367,The Real Blonde
James Berardinelli,fresh,0119987,ReelViews,,2000-01-01,15367,The Real Blonde
David Denby,none,0119987,New York Magazine,,2000-01-01,15367,The Real Blonde
Janet Maslin,none,0119987,New York Times,,2000-01-01,15367,The Real Blonde
Roger Ebert,fresh,0119987,Chicago Sun-Times,,2000-01-01,15367,The Real Blonde
,rotten,0119987,Entertainment Weekly,,1998-02-27,15367,The Real Blonde
David Rooney,fresh,0141986,Variety,"Kopple's discreet, quietly revelatory style creates a fine balance between public and private personae that veers more pointedly toward the personal in an incongruous but fascinating coda.",2007-10-16,465973437,Wild Man Blues
Jonathan Rosenbaum,fresh,0141986,Chicago Reader,It provides some generous insights into his psychic background when his unsupportive parents greet him back in New York at the end.,2007-10-16,465973437,Wild Man Blues
,fresh,0141986,Time Out,"It's hardly a revelation, but Allen emerges as genuinely neurotic. He's also funny.",2006-01-26,465973437,Wild Man Blues
,fresh,0141986,Globe and Mail,,2002-04-12,465973437,Wild Man Blues
Edward Guthmann,fresh,0141986,San Francisco Chronicle,"[Kopple's] made a greatly enjoyable film, but you can't help wondering if she's fallen under her subject's spell.",2000-01-01,465973437,Wild Man Blues
Roger Ebert,fresh,0141986,Chicago Sun-Times,"[Kopple] might seem an unlikely choice for this material, but no doubt her track record gained Allen's trust.",2000-01-01,465973437,Wild Man Blues
,fresh,0141986,USA Today,,2000-01-01,465973437,Wild Man Blues
James Berardinelli,rotten,0141986,ReelViews,"Wild Man Blues has a tendency to become repetitious, especially during the final forty minutes.",2000-01-01,465973437,Wild Man Blues
Janet Maslin,fresh,0141986,New York Times,"In her unexpectedly delightful documentary about Woody Allen as jazz musician, Barbara Kopple demonstrates cinema verite at its most seductive.",2000-01-01,465973437,Wild Man Blues
,fresh,0141986,Entertainment Weekly,,1998-04-17,465973437,Wild Man Blues
Leonard Klady,none,0120609,Variety,,2009-03-26,14445,The Big Hit
,none,0120609,Time Out,,2006-02-09,14445,The Big Hit
,rotten,0120609,Globe and Mail,,2003-04-25,14445,The Big Hit
Jack Mathews,rotten,0120609,Los Angeles Times,"The Big Hit is nothing more, or less, than a big goof.",2001-02-14,14445,The Big Hit
Susan Stark,fresh,0120609,Detroit News,...crude and bloody but effective action comedy...,2000-01-01,14445,The Big Hit
James Berardinelli,rotten,0120609,ReelViews,"As low- intelligence entertainment goes, this film is very much a hit-and-miss affair.",2000-01-01,14445,The Big Hit
,fresh,0120609,USA Today,,2000-01-01,14445,The Big Hit
Lawrence Van Gelder,rotten,0120609,New York Times,"Insatiable moviegoers are advised to wait till this action-comedy, written by Ben Ramsey, thuds into video stores; tasteful moviegoers will avoid it altogether.",2000-01-01,14445,The Big Hit
Joe Baltake,none,0120609,Sacramento Bee,,2000-01-01,14445,The Big Hit
Jay Carr,fresh,0120609,Boston Globe,"In its non-A-list way, The Big Hit is the most successful attempt yet to transfer the Hong Kong action movie to Hollywood.",2000-01-01,14445,The Big Hit
Roger Ebert,rotten,0120609,Chicago Sun-Times,"The characters in these movies exist in a Twilight Zone where thousands of rounds of ammunition are fired, but no one ever gets shot unless the plot requires him to. The bullets have read the screenplay.",2000-01-01,14445,The Big Hit
Peter Stack,fresh,0120609,San Francisco Chronicle,Score it big-time inane but a load of fun.,2000-01-01,14445,The Big Hit
,fresh,0120609,Entertainment Weekly,,1998-04-24,14445,The Big Hit
Todd McCarthy,none,0120647,Variety,,2008-07-22,11555,Deep Impact
,none,0120647,Time Out,,2006-01-26,11555,Deep Impact
Jeff Strickler,none,0120647,Minneapolis Star Tribune,,2002-11-06,11555,Deep Impact
Mick LaSalle,none,0120647,San Francisco Chronicle,,2002-06-18,11555,Deep Impact
,rotten,0120647,Globe and Mail,,2002-04-12,11555,Deep Impact
Kenneth Turan,none,0120647,Los Angeles Times,,2001-02-14,11555,Deep Impact
Joe Baltake,none,0120647,Sacramento Bee,,2000-01-01,11555,Deep Impact
Janet Maslin,none,0120647,New York Times,,2000-01-01,11555,Deep Impact
,rotten,0120647,USA Today,,2000-01-01,11555,Deep Impact
James Berardinelli,rotten,0120647,ReelViews,,2000-01-01,11555,Deep Impact
Susan Stark,fresh,0120647,Detroit News,,2000-01-01,11555,Deep Impact
Charles Taylor,none,0120647,Salon.com,,2000-01-01,11555,Deep Impact
Roger Ebert,rotten,0120647,Chicago Sun-Times,,2000-01-01,11555,Deep Impact
,fresh,0120647,Entertainment Weekly,,1998-05-08,11555,Deep Impact
Lael Loewenstein,none,0145048,Variety,,2008-10-16,770680065,Little Men
Jeff Strickler,none,0145048,Minneapolis Star Tribune,,2002-11-06,770680065,Little Men
,rotten,0145048,Globe and Mail,,2002-04-12,770680065,Little Men
Anita Gates,none,0145048,New York Times,,2000-01-01,770680065,Little Men
Roger Ebert,rotten,0145048,Chicago Sun-Times,,2000-01-01,770680065,Little Men
Susan Stark,rotten,0145048,Detroit News,,2000-01-01,770680065,Little Men
Owen Gleiberman,rotten,0120777,Entertainment Weekly,,2011-09-07,14130,The Opposite of Sex
Andrew Sarris,none,0120777,New York Observer,,2007-04-27,14130,The Opposite of Sex
,none,0120777,Time Out,,2006-01-26,14130,The Opposite of Sex
,rotten,0120777,Globe and Mail,,2003-04-25,14130,The Opposite of Sex
Jeff Strickler,none,0120777,Minneapolis Star Tribune,,2002-11-06,14130,The Opposite of Sex
David Denby,none,0120777,New York Magazine,,2001-06-26,14130,The Opposite of Sex
Kristine McKenna,none,0120777,Los Angeles Times,,2001-02-14,14130,The Opposite of Sex
Janet Maslin,fresh,0120777,New York Times,,2000-01-01,14130,The Opposite of Sex
James Berardinelli,fresh,0120777,ReelViews,,2000-01-01,14130,The Opposite of Sex
Susan Stark,rotten,0120777,Detroit News,,2000-01-01,14130,The Opposite of Sex
Roger Ebert,fresh,0120777,Chicago Sun-Times,,2000-01-01,14130,The Opposite of Sex
Joe Baltake,none,0120777,Sacramento Bee,,2000-01-01,14130,The Opposite of Sex
Ruthe Stein,fresh,0120777,San Francisco Chronicle,,2000-01-01,14130,The Opposite of Sex
Cynthia Joyce,none,0120777,Salon.com,,2000-01-01,14130,The Opposite of Sex
,rotten,0120777,USA Today,,2000-01-01,14130,The Opposite of Sex
Joe Leydon,none,0131436,Variety,,2009-03-26,14410,I Got the Hook Up
Lawrence Van Gelder,none,0131436,New York Times,,2003-05-20,14410,I Got the Hook Up
Andy Seiler,rotten,0131436,USA Today,"Slipshod storytelling, junior high-level acting and direction that resembles Aunt Gertrude's home movies.",2000-01-01,14410,I Got the Hook Up
Joe Baltake,none,0131436,Sacramento Bee,,2000-01-01,14410,I Got the Hook Up
Tom Keogh,rotten,0131436,Film.com,A waste of time.,2000-01-01,14410,I Got the Hook Up
Lisa Schwarzbaum,rotten,0120828,Entertainment Weekly,,2011-09-07,10726,Six Days Seven Nights
Todd McCarthy,none,0120828,Variety,,2009-03-26,10726,Six Days Seven Nights
Derek Adams,none,0120828,Time Out,,2006-06-24,10726,Six Days Seven Nights
Jeff Strickler,none,0120828,Minneapolis Star Tribune,,2002-11-06,10726,Six Days Seven Nights
Bob Graham,none,0120828,San Francisco Chronicle,,2002-06-18,10726,Six Days Seven Nights
,rotten,0120828,Globe and Mail,,2002-04-12,10726,Six Days Seven Nights
Kenneth Turan,none,0120828,Los Angeles Times,,2001-02-14,10726,Six Days Seven Nights
Roger Ebert,rotten,0120828,Chicago Sun-Times,,2000-01-01,10726,Six Days Seven Nights
Joe Baltake,none,0120828,Sacramento Bee,,2000-01-01,10726,Six Days Seven Nights
Stephanie Zacharek,none,0120828,Salon.com,,2000-01-01,10726,Six Days Seven Nights
Janet Maslin,none,0120828,New York Times,,2000-01-01,10726,Six Days Seven Nights
Susan Stark,rotten,0120828,Detroit News,,2000-01-01,10726,Six Days Seven Nights
,rotten,0120828,USA Today,,2000-01-01,10726,Six Days Seven Nights
James Berardinelli,rotten,0120828,ReelViews,,2000-01-01,10726,Six Days Seven Nights
,rotten,0120828,Entertainment Weekly,,1998-06-12,10726,Six Days Seven Nights
Owen Gleiberman,fresh,0127723,Entertainment Weekly,"A high-spirited, synthetically raucous house-party comedy.",2007-08-06,10606,Can't Hardly Wait
Lisa Alspector,fresh,0127723,Chicago Reader,It's not supposed to be a revelation--just a pleasant rendition of a teen-comedy trope.,2007-08-06,10606,Can't Hardly Wait
Michael O'Sullivan,rotten,0127723,Washington Post,John Hughes must be spinning in his grave.,2007-08-06,10606,Can't Hardly Wait
Emanuel Levy,rotten,0127723,Variety,"A failed attempt to recapture the exuberant magic of such highschool movie classics as American Graffiti, this is a loud and boisterous comedy, in which the entire action is set during an interminably long graduation night.",2006-05-30,10606,Can't Hardly Wait
Liam Lacey,rotten,0127723,Globe and Mail,"Manages to serve up new rock, eighties dance music, rap and Barry Manilow -- a combination custom-made to annoy audiences of all ages.",2002-04-12,10606,Can't Hardly Wait
Kevin Thomas,fresh,0127723,Los Angeles Times,"With summer vacation imminent, its arrival is an instance of perfect timing.",2001-02-14,10606,Can't Hardly Wait
,rotten,0127723,USA Today,,2000-01-01,10606,Can't Hardly Wait
Roger Ebert,rotten,0127723,Chicago Sun-Times,The movie lumbers ungracefully from romantic showdowns to Deep Conversations to bathroom humor.,2000-01-01,10606,Can't Hardly Wait
Mick LaSalle,fresh,0127723,San Francisco Chronicle,The directors get good performances from a talented cast.,2000-01-01,10606,Can't Hardly Wait
James Berardinelli,rotten,0127723,ReelViews,"The title seems unexpectedly appropriate, as it accurately summed up my feelings about sitting in the theater and anticipating the arrival of the end credits -- I couldn't hardly wait.",2000-01-01,10606,Can't Hardly Wait
